V-Cr-Nb-Tc-Pt,7-7-7-7-4,4.68844990375283843600,135
V-Cr-Nb-Ru-Pt,7-7-7-7-4,4.78238957007895792300,136
V-Cr-Nb-Rh-Pt,7-7-7-7-4,4.72595889740907501200,137
V-Cr-Nb-Pd-Pt,7-7-7-7-4,4.67182378734472389900,138
V-Cr-Nb-W-Pt,7-7-7-7-4,4.79038751042126027200,143
V-Cr-Nb-Re-Pt,7-7-7-7-4,4.67182378734472389900,144
V-Cr-Nb-Os-Pt,7-7-7-7-4,4.72595889740907501200,145
V-Cr-Nb-Ir-Pt,7-7-7-7-4,4.68844990375283843600,146
V-Cr-Mo-Ag-Pt,7-7-7-7-4,4.30990864172316302200,153
V-Cr-Mo-Ta-Pt,7-7-7-7-4,4.73226954008327805400,156
V-Cr-Mo-Au-Pt,7-7-7-7-4,4.11335477439036371700,161
V-Cr-Tc-Ag-Pt,7-7-7-7-4,4.20661681164329489900,166
V-Cr-Tc-Ta-Pt,7-7-7-7-4,4.68844990375283843600,169
V-Cr-Ru-Ag-Pt,7-7-7-7-4,4.28474765884760126000,178
V-Cr-Ru-Ta-Pt,7-7-7-7-4,4.78238957007895792300,181
V-Cr-Ru-Au-Pt,7-7-7-7-4,4.04471105272057722000,186
V-Cr-Rh-Ag-Pt,7-7-7-7-4,4.23504722523846243800,189
V-Cr-Rh-Ta-Pt,7-7-7-7-4,4.72595889740907501200,192
V-Cr-Pd-Ag-Pt,7-7-7-7-4,4.21604079676655880400,199
V-Cr-Pd-Ta-Pt,7-7-7-7-4,4.67182378734472389900,202
V-Cr-Pd-Au-Pt,7-7-7-7-4,4.00023436813394722300,207
V-Cr-Ag-W-Pt,7-7-7-7-4,4.38669864476692768400,212
V-Cr-Ag-Re-Pt,7-7-7-7-4,4.21604079676655880400,213
V-Cr-Ag-Os-Pt,7-7-7-7-4,4.23504722523846243800,214
V-Cr-Ag-Ir-Pt,7-7-7-7-4,4.20661681164329489900,215
V-Cr-Ag-Au-Pt,7-7-7-7-4,4.72195669188102571200,216
V-Cr-Ta-W-Pt,7-7-7-7-4,4.79038751042126027200,233
V-Cr-Ta-Re-Pt,7-7-7-7-4,4.67182378734472389900,234
V-Cr-Ta-Os-Pt,7-7-7-7-4,4.72595889740907501200,235
V-Cr-Ta-Ir-Pt,7-7-7-7-4,4.68844990375283843600,236
V-Cr-W-Au-Pt,7-7-7-7-4,4.20066958948213397800,242
V-Cr-Re-Au-Pt,7-7-7-7-4,4.00023436813394722300,246
V-Mn-Fe-Zn-Pt,7-7-7-7-4,4.24540192443542381700,257
V-Mn-Fe-Mo-Pt,7-7-7-7-4,4.43082244058594611600,260
V-Mn-Fe-Pd-Pt,7-7-7-7-4,4.07411800270929806000,264
V-Mn-Fe-W-Pt,7-7-7-7-4,4.62868096761917692600,269
V-Mn-Fe-Re-Pt,7-7-7-7-4,4.07411800270929806000,270
